Valor;Tipo;Papel;Dia_com;Mes_com;Ano_com;Dia_pag;Mes_pag;Ano_pag;Status;Preço_Teto_Bazin;Dividendos_consistente?
0,097;Proventos;CMIG4;23;6;2023;30;12;2024;;31,58;Sim
0,097;Proventos;CMIG4;23;6;2023;30;6;2024;;31,58;Sim
0,0565;Proventos;CMIG4;27;4;2023;28;12;2023;;31,58;Sim
0,0565;Proventos;CMIG4;27;4;2023;30;6;2023;;31,58;Sim
0,0964;Proventos;CMIG4;27;3;2023;30;12;2024;;31,58;Sim
0,0964;Proventos;CMIG4;27;3;2023;30;6;2023;;31,58;Sim
0,1171;Proventos;CMIG4;27;12;2022;30;12;2023;;31,58;Sim
0,1171;Proventos;CMIG4;27;12;2022;30;6;2023;;31,58;Sim
0,0906;Proventos;CMIG4;21;12;2022;30;12;2023;;31,58;Sim
0,0906;Proventos;CMIG4;21;12;2022;30;6;2023;;31,58;Sim
0,1071;Proventos;CMIG4;23;9;2022;29;12;2023;;31,58;Sim
0,1071;Proventos;CMIG4;23;9;2022;30;6;2023;;31,58;Sim
0,0802;Proventos;CMIG4;24;6;2022;29;12;2023;;31,58;Sim
0,0802;Proventos;CMIG4;24;6;2022;30;6;2023;;31,58;Sim
0,2987;Proventos;CMIG4;29;4;2022;29;12;2022;;31,58;Sim
0,2987;Proventos;CMIG4;29;4;2022;30;6;2022;;31,58;Sim
0,1447;Proventos;CMIG4;28;3;2022;29;12;2022;;31,58;Sim
0,2822;Proventos;CMIG4;21;12;2021;30;12;2022;;31,58;Sim
0,2822;Proventos;CMIG4;21;12;2021;30;6;2022;;31,58;Sim
0,3058;Proventos;CMIG4;30;4;2021;30;12;2021;;31,58;Sim
0,3058;Proventos;CMIG4;30;4;2021;30;6;2021;;31,58;Sim
0,1428;Proventos;CMIG4;30;12;2020;30;12;2021;;31,58;Sim
0,1428;Proventos;CMIG4;30;12;2020;30;6;2021;;31,58;Sim
0,0395;Proventos;CMIG4;25;9;2020;30;12;2021;;31,58;Sim
0,0395;Proventos;CMIG4;25;9;2020;30;6;2021;;31,58;Sim
0,2497;Proventos;CMIG4;31;7;2020;30;12;2020;;31,58;Sim
0,1372;Proventos;CMIG4;23;12;2019;30;12;2020;;31,58;Sim
0,1372;Proventos;CMIG4;23;12;2019;30;6;2020;;31,58;Sim
0,4508;Proventos;CMIG4;3;5;2019;30;12;2019;;31,58;Sim
0,072;Proventos;CMIG4;21;12;2018;30;12;2019;;31,58;Sim
0,072;Proventos;CMIG4;21;12;2018;28;6;2019;;31,58;Sim
0,1945;Proventos;ECOR3;13;5;2024;29;7;2024;;3,24;Não
0,0839;Proventos;ECOR3;14;11;2023;27;11;2023;;3,24;Não
0,0076;Proventos;ECOR3;5;12;2022;14;12;2022;;3,24;Não
0,2857;Proventos;ECOR3;5;11;2018;16;11;2018;;3,24;Não
0,0636;Proventos;ECOR3;5;11;2018;16;11;2018;;3,24;Não
0,3728;Proventos;ECOR3;30;4;2018;15;5;2018;;3,24;Não
0,65;Proventos;MDNE3;12;11;2024;22;11;2024;;10,83;Não
1,7177;Proventos;LOGG3;10;12;2024;17;12;2024;;28,63;Sim
0,6976;Proventos;LOGG3;9;2;2024;21;2;2024;;28,63;Sim
0,9178;Proventos;LOGG3;13;2;2023;23;2;2023;;28,63;Sim
0,8666;Proventos;LOGG3;14;2;2022;21;2;2022;;28,63;Sim
0,3254;Proventos;LOGG3;5;3;2021;01;4;2021;;28,63;Sim
0,2117;Proventos;LOGG3;19;5;2020;29;5;2020;;28,63;Sim
0,14;Proventos;LOGG3;31;5;2019;12;6;2019;;28,63;Sim
0,7869;Proventos;ISAE4;11;2;2025;21;2;2025;;58,92;Sim
0,7869;Proventos;ISAE4;9;1;2025;21;1;2025;;58,92;Sim
1,9613;Proventos;ISAE4;13;12;2023;15;4;2024;;58,92;Sim
0,2428;Proventos;ISAE4;13;12;2023;15;1;2024;;58,92;Sim
1,0624;Proventos;ISAE4;26;12;2022;11;4;2023;;58,92;Sim
0,1739;Proventos;ISAE4;22;12;2021;18;1;2022;;58,92;Sim
0,7809;Proventos;ISAE4;3;11;2021;17;11;2021;;58,92;Sim
0,5294;Proventos;ISAE4;3;11;2021;17;11;2021;;58,92;Sim
0,5025;Proventos;ISAE4;6;7;2021;15;7;2021;;58,92;Sim
0,796;Proventos;ISAE4;30;3;2021;21;5;2021;;58,92;Sim
0,8062;Proventos;ISAE4;25;2;2021;21;5;2021;;58,92;Sim
0,6615;Proventos;ISAE4;16;12;2020;18;1;2021;;58,92;Sim
0,1761;Proventos;ISAE4;16;12;2020;18;1;2021;;58,92;Sim
0,5221;Proventos;ISAE4;4;11;2020;13;11;2020;;58,92;Sim
0,1518;Proventos;ISAE4;6;7;2020;16;7;2020;;58,92;Sim
0,2282;Proventos;ISAE4;16;4;2020;29;4;2020;;58,92;Sim
0,1637;Proventos;ISAE4;13;12;2019;20;1;2020;;58,92;Sim
0,3391;Proventos;ISAE4;8;11;2019;03;12;2019;;58,92;Sim
0,4455;Proventos;ISAE4;8;11;2019;03;12;2019;;58,92;Sim
0,5622;Proventos;ISAE4;2;8;2019;19;8;2019;;58,92;Sim
3,594;Proventos;ISAE4;6;12;2018;17;12;2018;;58,92;Sim
3,8429;Proventos;ISAE4;6;12;2018;17;12;2018;;58,92;Sim
4,6157;Proventos;ISAE4;5;6;2018;18;6;2018;;58,92;Sim
0,5142;Proventos;ISAE4;17;4;2018;15;6;2018;;58,92;Sim
0,1765;Proventos;BBAS3;11;12;2024;27;12;2024;;39,75;Sim
0,4833;Proventos;BBAS3;25;11;2024;06;12;2024;;39,75;Sim
0,1866;Proventos;BBAS3;11;9;2024;27;9;2024;;39,75;Sim
0,3145;Proventos;BBAS3;21;8;2024;30;8;2024;;39,75;Sim
0,1519;Proventos;BBAS3;21;8;2024;30;8;2024;;39,75;Sim
0,2042;Proventos;BBAS3;13;6;2024;28;6;2024;;39,75;Sim
0,2932;Proventos;BBAS3;11;6;2024;21;6;2024;;39,75;Sim
0,1648;Proventos;BBAS3;11;6;2024;21;6;2024;;39,75;Sim
0,41;Proventos;BBAS3;11;3;2024;27;3;2024;;39,75;Sim
0,6136;Proventos;BBAS3;21;2;2024;29;2;2024;;39,75;Sim
0,2208;Proventos;BBAS3;21;2;2024;29;2;2024;;39,75;Sim
0,3423;Proventos;BBAS3;11;12;2023;28;12;2023;;39,75;Sim
0,6862;Proventos;BBAS3;21;11;2023;30;11;2023;;39,75;Sim
0,102;Proventos;BBAS3;21;11;2023;30;11;2023;;39,75;Sim
0,3342;Proventos;BBAS3;11;9;2023;29;9;2023;;39,75;Sim
0,6547;Proventos;BBAS3;21;8;2023;30;8;2023;;39,75;Sim
0,1437;Proventos;BBAS3;21;8;2023;30;8;2023;;39,75;Sim
0,3386;Proventos;BBAS3;12;6;2023;30;6;2023;;39,75;Sim
0,6544;Proventos;BBAS3;1;6;2023;12;6;2023;;39,75;Sim
0,123;Proventos;BBAS3;1;6;2023;12;6;2023;;39,75;Sim
0,352;Proventos;BBAS3;13;3;2023;31;3;2023;;39,75;Sim
0,5735;Proventos;BBAS3;23;2;2023;03;3;2023;;39,75;Sim
0,2355;Proventos;BBAS3;23;2;2023;03;3;2023;;39,75;Sim
0,3455;Proventos;BBAS3;12;12;2022;29;12;2022;;39,75;Sim
0,6345;Proventos;BBAS3;21;11;2022;30;11;2022;;39,75;Sim
0,1702;Proventos;BBAS3;21;11;2022;30;11;2022;;39,75;Sim
0,2737;Proventos;BBAS3;12;9;2022;30;9;2022;;39,75;Sim
0,5707;Proventos;BBAS3;22;8;2022;31;8;2022;;39,75;Sim
0,2002;Proventos;BBAS3;22;8;2022;31;8;2022;;39,75;Sim
0,2503;Proventos;BBAS3;13;6;2022;30;6;2022;;39,75;Sim
0,5177;Proventos;BBAS3;23;5;2022;31;5;2022;;39,75;Sim
0,1553;Proventos;BBAS3;23;5;2022;31;5;2022;;39,75;Sim
0,2106;Proventos;BBAS3;14;3;2022;31;3;2022;;39,75;Sim
0,4542;Proventos;BBAS3;2;3;2022;11;3;2022;;39,75;Sim
0,3558;Proventos;BBAS3;2;3;2022;11;3;2022;;39,75;Sim
0,175;Proventos;BBAS3;13;12;2021;30;12;2021;;39,75;Sim
0,3937;Proventos;BBAS3;22;11;2021;30;11;2021;;39,75;Sim
0,1847;Proventos;BBAS3;13;9;2021;30;9;2021;;39,75;Sim
0,3456;Proventos;BBAS3;23;8;2021;31;8;2021;;39,75;Sim
0,1685;Proventos;BBAS3;11;6;2021;30;6;2021;;39,75;Sim
0,3401;Proventos;BBAS3;21;5;2021;28;5;2021;;39,75;Sim
0,0743;Proventos;BBAS3;21;5;2021;28;5;2021;;39,75;Sim
0,1457;Proventos;BBAS3;11;3;2021;31;3;2021;;39,75;Sim
0,4345;Proventos;BBAS3;22;2;2021;03;3;2021;;39,75;Sim
0,117;Proventos;BBAS3;11;12;2020;30;12;2020;;39,75;Sim
0,1948;Proventos;BBAS3;16;11;2020;27;11;2020;;39,75;Sim
0,1029;Proventos;BBAS3;11;9;2020;30;9;2020;;39,75;Sim
0,4406;Proventos;BBAS3;21;8;2020;31;8;2020;;39,75;Sim
0,1814;Proventos;BBAS3;11;3;2020;31;3;2020;;39,75;Sim
0,4357;Proventos;BBAS3;21;2;2020;05;3;2020;;39,75;Sim
0,1762;Proventos;BBAS3;11;12;2019;30;12;2019;;39,75;Sim
0,365;Proventos;BBAS3;21;11;2019;29;11;2019;;39,75;Sim
0,233;Proventos;BBAS3;11;9;2019;30;9;2019;;39,75;Sim
0,4414;Proventos;BBAS3;21;8;2019;30;8;2019;;39,75;Sim
0,1711;Proventos;BBAS3;11;6;2019;28;6;2019;;39,75;Sim
0,4148;Proventos;BBAS3;21;5;2019;31;5;2019;;39,75;Sim
0,1561;Proventos;BBAS3;11;3;2019;29;3;2019;;39,75;Sim
0,5854;Proventos;BBAS3;21;2;2019;07;3;2019;;39,75;Sim
0,1257;Proventos;BBAS3;11;12;2018;28;12;2018;;39,75;Sim
0,4169;Proventos;BBAS3;21;11;2018;30;11;2018;;39,75;Sim
0,0855;Proventos;BBAS3;11;9;2018;28;9;2018;;39,75;Sim
0,2667;Proventos;BBAS3;21;8;2018;31;8;2018;;39,75;Sim
0,0772;Proventos;BBAS3;11;6;2018;29;6;2018;;39,75;Sim
0,214;Proventos;BBAS3;21;5;2018;30;5;2018;;39,75;Sim
0,0817;Proventos;BBAS3;12;3;2018;29;3;2018;;39,75;Sim
0,2426;Proventos;BBAS3;1;3;2018;12;3;2018;;39,75;Sim
2,8337;Proventos;MRFG3;12;12;2024;26;12;2024;;47,23;Não
0,9095;Proventos;MRFG3;19;12;2022;28;12;2022;;47,23;Não
0,7576;Proventos;MRFG3;19;8;2022;15;9;2022;;47,23;Não
0,5801;Proventos;MRFG3;13;4;2022;22;4;2022;;47,23;Não
1,2502;Proventos;MRFG3;21;12;2021;29;12;2021;;47,23;Não
1,4006;Proventos;MRFG3;10;9;2021;28;9;2021;;47,23;Não
0,2039;Proventos;MRFG3;9;4;2021;30;4;2021;;47,23;Não
0,1735;Proventos;SBFG3;26;4;2024;28;6;2024;;2,89;Não
0,1358;Proventos;SBFG3;28;4;2023;03;7;2023;;2,89;Não
0,1178;Proventos;SBFG3;29;4;2022;01;6;2022;;2,89;Não
0,2005;Proventos;BRSR6;18;12;2024;30;12;2024;;16,58;Sim
0,2445;Proventos;BRSR6;29;11;2024;11;12;2024;;16,58;Sim
0,1223;Proventos;BRSR6;12;9;2024;27;9;2024;;16,58;Sim
0,1223;Proventos;BRSR6;14;6;2024;27;6;2024;;16,58;Sim
0,1831;Proventos;BRSR6;30;4;2024;17;5;2024;;16,58;Sim
0,1223;Proventos;BRSR6;15;3;2024;27;3;2024;;16,58;Sim
0,1716;Proventos;BRSR6;13;9;2023;29;9;2023;;16,58;Sim
0,3426;Proventos;BRSR6;14;6;2023;29;6;2023;;16,58;Sim
0,0363;Proventos;BRSR6;3;5;2023;19;5;2023;;16,58;Sim
0,3668;Proventos;BRSR6;15;3;2023;30;3;2023;;16,58;Sim
0,0244;Proventos;BRSR6;14;12;2022;28;12;2022;;16,58;Sim
0,11;Proventos;BRSR6;12;9;2022;28;9;2022;;16,58;Sim
0,3765;Proventos;BRSR6;10;6;2022;28;6;2022;;16,58;Sim
0,0366;Proventos;BRSR6;2;5;2022;19;5;2022;;16,58;Sim
0,3339;Proventos;BRSR6;16;3;2022;29;3;2022;;16,58;Sim
0,1711;Proventos;BRSR6;15;12;2021;28;12;2021;;16,58;Sim
0,257;Proventos;BRSR6;3;9;2021;28;9;2021;;16,58;Sim
0,2423;Proventos;BRSR6;2;6;2021;28;6;2021;;16,58;Sim
0,056;Proventos;BRSR6;30;4;2021;28;5;2021;;16,58;Sim
0,2275;Proventos;BRSR6;5;3;2021;18;3;2021;;16,58;Sim
0,0782;Proventos;BRSR6;30;12;2020;20;1;2021;;16,58;Sim
0,0489;Proventos;BRSR6;29;12;2020;20;1;2021;;16,58;Sim
0,1027;Proventos;BRSR6;10;12;2020;28;12;2020;;16,58;Sim
0,1802;Proventos;BRSR6;9;6;2020;22;6;2020;;16,58;Sim
0,2469;Proventos;BRSR6;10;3;2020;30;3;2020;;16,58;Sim
0,261;Proventos;BRSR6;11;11;2019;09;12;2019;;16,58;Sim
0,2738;Proventos;BRSR6;12;8;2019;27;9;2019;;16,58;Sim
0,0783;Proventos;BRSR6;5;6;2019;19;6;2019;;16,58;Sim
0,2848;Proventos;BRSR6;16;5;2019;24;6;2019;;16,58;Sim
0,0338;Proventos;BRSR6;30;4;2019;30;5;2019;;16,58;Sim
0,3122;Proventos;BRSR6;7;3;2019;28;3;2019;;16,58;Sim
0,11;Proventos;BRSR6;26;12;2018;15;1;2019;;16,58;Sim
0,0733;Proventos;BRSR6;6;12;2018;26;12;2018;;16,58;Sim
0,8638;Proventos;BRSR6;23;11;2018;30;11;2018;;16,58;Sim
0,1711;Proventos;BRSR6;29;10;2018;14;11;2018;;16,58;Sim
0,2159;Proventos;BRSR6;15;8;2018;27;9;2018;;16,58;Sim
0,2159;Proventos;BRSR6;14;5;2018;29;6;2018;;16,58;Sim
0,0494;Proventos;BRSR6;3;5;2018;30;5;2018;;16,58;Sim
0,2066;Proventos;BRSR6;26;2;2018;28;3;2018;;16,58;Sim
0,3035;Proventos;BRSR6;4;1;2018;20;2;2018;;16,58;Sim
0,86;Proventos;ABCB4;27;12;2024;09;1;2025;;27,42;Sim
0,785;Proventos;ABCB4;28;6;2024;12;7;2024;;27,42;Sim
0,741;Proventos;ABCB4;28;12;2023;20;2;2024;;27,42;Sim
0,836;Proventos;ABCB4;30;6;2023;16;8;2023;;27,42;Sim
0,37;Proventos;ABCB4;29;12;2022;13;1;2023;;27,42;Sim
0,362;Proventos;ABCB4;30;9;2022;13;10;2022;;27,42;Sim
0,352;Proventos;ABCB4;30;6;2022;13;7;2022;;27,42;Sim
0,313;Proventos;ABCB4;31;3;2022;13;4;2022;;27,42;Sim
0,252;Proventos;ABCB4;30;12;2021;13;1;2022;;27,42;Sim
0,232;Proventos;ABCB4;6;10;2021;20;10;2021;;27,42;Sim
0,219;Proventos;ABCB4;30;6;2021;12;7;2021;;27,42;Sim
0,213;Proventos;ABCB4;31;3;2021;12;4;2021;;27,42;Sim
0,3382;Proventos;ABCB4;6;1;2021;18;2;2021;;27,42;Sim
0,1587;Proventos;ABCB4;12;8;2020;23;9;2020;;27,42;Sim
0,491;Proventos;ABCB4;30;12;2019;14;1;2020;;27,42;Sim
0,559;Proventos;ABCB4;4;7;2019;17;7;2019;;27,42;Sim
0,539;Proventos;ABCB4;28;12;2018;12;2;2019;;27,42;Sim
0,54;Proventos;ABCB4;29;6;2018;10;8;2018;;27,42;Sim
0,118;Proventos;BMGB4;4;12;2024;18;12;2024;;6,17;Sim
0,084;Proventos;BMGB4;21;10;2024;08;11;2024;;6,17;Sim
0,084;Proventos;BMGB4;22;7;2024;15;8;2024;;6,17;Sim
0,084;Proventos;BMGB4;22;4;2024;16;5;2024;;6,17;Sim
0,3356;Proventos;BMGB4;21;12;2023;15;2;2024;;6,17;Sim
0,02;Proventos;BMGB4;23;10;2023;14;11;2023;;6,17;Sim
0,02;Proventos;BMGB4;24;4;2023;16;5;2023;;6,17;Sim
0,1252;Proventos;BMGB4;22;12;2022;16;2;2023;;6,17;Sim
0,2401;Proventos;BMGB4;21;10;2022;16;11;2022;;6,17;Sim
0,3155;Proventos;BMGB4;27;12;2021;18;2;2022;;6,17;Sim
0,1786;Proventos;BMGB4;29;12;2020;01;4;2021;;6,17;Sim
0,25;Proventos;BMGB4;19;12;2019;30;4;2020;;6,17;Sim
0,166;Proventos;WIZC3;29;4;2024;12;12;2024;;4,11;Sim
0,0803;Proventos;WIZC3;29;4;2024;12;12;2024;;4,11;Sim
0,2421;Proventos;WIZC3;28;4;2023;12;12;2023;;4,11;Sim
0,1364;Proventos;WIZC3;28;4;2023;12;12;2023;;4,11;Sim
0,0427;Proventos;WIZC3;28;4;2023;15;6;2023;;4,11;Sim
0,0241;Proventos;WIZC3;28;4;2023;15;6;2023;;4,11;Sim
0,4998;Proventos;WIZC3;19;4;2022;25;11;2022;;4,11;Sim
0,0882;Proventos;WIZC3;19;4;2022;29;4;2022;;4,11;Sim
0,5175;Proventos;WIZC3;15;4;2021;25;11;2021;;4,11;Sim
0,0913;Proventos;WIZC3;15;4;2021;25;5;2021;;4,11;Sim
0,3344;Proventos;WIZC3;23;3;2020;25;11;2020;;4,11;Sim
0,3344;Proventos;WIZC3;23;3;2020;25;5;2020;;4,11;Sim
0,778;Proventos;WIZC3;24;4;2019;25;11;2019;;4,11;Sim
0,3334;Proventos;WIZC3;24;4;2019;22;5;2019;;4,11;Sim
0,2559;Proventos;WIZC3;19;4;2018;19;9;2018;;4,11;Sim
0,2559;Proventos;WIZC3;19;4;2018;18;5;2018;;4,11;Sim
0,1252;Proventos;SAPR4;28;12;2023;27;6;2024;;5,14;Sim
0,1835;Proventos;SAPR4;30;6;2023;27;6;2024;;5,14;Sim
0,19;Proventos;SAPR4;29;12;2022;27;6;2023;;5,14;Sim
0,1052;Proventos;SAPR4;30;6;2022;27;6;2023;;5,14;Sim
0,0121;Proventos;SAPR4;28;4;2022;24;6;2022;;5,14;Sim
0,1193;Proventos;SAPR4;30;12;2021;24;6;2022;;5,14;Sim
0,1031;Proventos;SAPR4;30;6;2021;24;6;2022;;5,14;Sim
0,0995;Proventos;SAPR4;30;12;2020;18;6;2021;;5,14;Sim
0,1028;Proventos;SAPR4;30;6;2020;18;6;2021;;5,14;Sim
0,2;Proventos;SAPR4;24;4;2019;21;6;2019;;5,14;Sim
0,23;Proventos;POMO3;26;2;2025;07;3;2025;;13,67;Sim
0,077;Proventos;POMO3;26;11;2024;13;12;2024;;13,67;Sim
0,063;Proventos;POMO3;26;11;2024;13;12;2024;;13,67;Sim
0,082;Proventos;POMO3;28;8;2024;06;9;2024;;13,67;Sim
0,038;Proventos;POMO3;28;8;2024;06;9;2024;;13,67;Sim
0,1;Proventos;POMO3;23;5;2024;10;6;2024;;13,67;Sim
0,23;Proventos;POMO3;29;2;2024;12;3;2024;;13,67;Sim
0,1;Proventos;POMO3;21;12;2023;03;1;2024;;13,67;Sim
0,07;Proventos;POMO3;5;10;2023;19;10;2023;;13,67;Sim
0,07;Proventos;POMO3;11;7;2023;20;7;2023;;13,67;Sim
0,092;Proventos;POMO3;6;3;2023;04;4;2023;;13,67;Sim
0,142;Proventos;POMO3;26;12;2022;04;4;2023;;13,67;Sim
0,037;Proventos;POMO3;28;12;2021;04;4;2022;;13,67;Sim
0,07;Proventos;POMO3;5;7;2021;04;4;2022;;13,67;Sim
0,02;Proventos;POMO3;22;12;2020;31;3;2021;;13,67;Sim
0,025;Proventos;POMO3;23;3;2020;03;7;2020;;13,67;Sim
0,048;Proventos;POMO3;27;2;2020;03;4;2020;;13,67;Sim
0,03;Proventos;POMO3;23;9;2019;03;1;2020;;13,67;Sim
0,03;Proventos;POMO3;25;6;2019;04;10;2019;;13,67;Sim
0,09;Proventos;POMO3;14;12;2018;01;2;2019;;13,67;Sim
0,021;Proventos;POMO3;26;2;2018;29;3;2018;;13,67;Sim
0,6148;Proventos;SAPR11;28;12;2023;27;6;2024;;25,26;Sim
0,9006;Proventos;SAPR11;30;6;2023;27;6;2024;;25,26;Sim
0,9327;Proventos;SAPR11;29;12;2022;27;6;2023;;25,26;Sim
0,5166;Proventos;SAPR11;30;6;2022;27;6;2023;;25,26;Sim
0,0593;Proventos;SAPR11;28;4;2022;24;6;2022;;25,26;Sim
0,5855;Proventos;SAPR11;30;12;2021;24;6;2022;;25,26;Sim
0,5061;Proventos;SAPR11;30;6;2021;24;6;2022;;25,26;Sim
0,4882;Proventos;SAPR11;30;12;2020;18;6;2021;;25,26;Sim
0,5048;Proventos;SAPR11;30;6;2020;18;6;2021;;25,26;Sim
0,9819;Proventos;SAPR11;24;4;2019;21;6;2019;;25,26;Sim
0,4093;Proventos;LAVV3;10;2;2025;19;2;2025;;18,24;Sim
0,4124;Proventos;LAVV3;14;11;2024;26;11;2024;;18,24;Sim
0,0803;Proventos;LAVV3;15;8;2024;26;8;2024;;18,24;Sim
0,0851;Proventos;LAVV3;16;5;2024;27;5;2024;;18,24;Sim
0,1071;Proventos;LAVV3;14;3;2024;27;3;2024;;18,24;Sim
0,307;Proventos;LAVV3;13;12;2023;22;12;2023;;18,24;Sim
0,059;Proventos;LAVV3;16;11;2023;27;11;2023;;18,24;Sim
0,084;Proventos;LAVV3;15;8;2023;25;8;2023;;18,24;Sim
0,0311;Proventos;LAVV3;16;5;2023;26;5;2023;;18,24;Sim
0,1791;Proventos;LAVV3;14;3;2023;24;3;2023;;18,24;Sim
0,2493;Proventos;LAVV3;30;8;2022;09;9;2022;;18,24;Sim
0,0578;Proventos;LAVV3;30;8;2022;09;9;2022;;18,24;Sim
0,0879;Proventos;LAVV3;29;4;2022;11;5;2022;;18,24;Sim
0,2086;Proventos;LAVV3;26;4;2022;06;5;2022;;18,24;Sim
0,5764;Proventos;LAVV3;18;10;2021;27;10;2021;;18,24;Sim
0,1035;Proventos;LAVV3;27;4;2021;07;5;2021;;18,24;Sim
0,0979;Proventos;CMIG3;23;12;2024;30;12;2025;;33,18;Sim
0,0979;Proventos;CMIG3;23;12;2024;30;6;2025;;33,18;Sim
0,4964;Proventos;CMIG3;23;8;2024;30;8;2024;;33,18;Sim
0,1211;Proventos;CMIG3;29;4;2024;27;12;2024;;33,18;Sim
0,3005;Proventos;CMIG3;21;12;2023;30;12;2024;;33,18;Sim
0,3005;Proventos;CMIG3;21;12;2023;28;6;2024;;33,18;Sim
0,095;Proventos;CMIG3;25;9;2023;30;12;2024;;33,18;Sim
0,095;Proventos;CMIG3;25;9;2023;28;6;2024;;33,18;Sim
0,097;Proventos;CMIG3;23;6;2023;30;12;2024;;33,18;Sim
0,097;Proventos;CMIG3;23;6;2023;30;6;2024;;33,18;Sim
0,0565;Proventos;CMIG3;27;4;2023;28;12;2023;;33,18;Sim
0,0565;Proventos;CMIG3;27;4;2023;30;6;2023;;33,18;Sim
0,0964;Proventos;CMIG3;27;3;2023;30;12;2024;;33,18;Sim
0,0964;Proventos;CMIG3;27;3;2023;30;6;2024;;33,18;Sim
0,1171;Proventos;CMIG3;27;12;2022;30;12;2023;;33,18;Sim
0,1171;Proventos;CMIG3;27;12;2022;30;6;2023;;33,18;Sim
0,0906;Proventos;CMIG3;21;12;2022;30;12;2023;;33,18;Sim
0,0906;Proventos;CMIG3;21;12;2022;30;6;2023;;33,18;Sim
0,1071;Proventos;CMIG3;23;9;2022;29;12;2023;;33,18;Sim
0,1071;Proventos;CMIG3;23;9;2022;30;6;2023;;33,18;Sim
0,0802;Proventos;CMIG3;24;6;2022;29;12;2023;;33,18;Sim
0,0802;Proventos;CMIG3;24;6;2022;30;6;2023;;33,18;Sim
0,2987;Proventos;CMIG3;29;4;2022;29;12;2022;;33,18;Sim
0,2987;Proventos;CMIG3;29;4;2022;30;6;2022;;33,18;Sim
0,1447;Proventos;CMIG3;28;3;2022;29;12;2022;;33,18;Sim
0,2822;Proventos;CMIG3;21;12;2021;30;12;2022;;33,18;Sim
0,2822;Proventos;CMIG3;21;12;2021;30;6;2022;;33,18;Sim
0,3058;Proventos;CMIG3;30;4;2021;30;12;2021;;33,18;Sim
0,3058;Proventos;CMIG3;30;4;2021;30;6;2021;;33,18;Sim
0,1428;Proventos;CMIG3;30;12;2020;30;12;2021;;33,18;Sim
0,1428;Proventos;CMIG3;30;12;2020;30;6;2021;;33,18;Sim
0,0395;Proventos;CMIG3;25;9;2020;30;12;2021;;33,18;Sim
0,0395;Proventos;CMIG3;25;9;2020;30;6;2021;;33,18;Sim
0,2497;Proventos;CMIG3;31;7;2020;30;12;2020;;33,18;Sim
0,1372;Proventos;CMIG3;23;12;2019;30;12;2020;;33,18;Sim
0,1372;Proventos;CMIG3;23;12;2019;30;6;2020;;33,18;Sim
0,4508;Proventos;CMIG3;3;5;2019;30;12;2019;;33,18;Sim
0,072;Proventos;CMIG3;21;12;2018;30;12;2019;;33,18;Sim
0,072;Proventos;CMIG3;21;12;2018;28;6;2019;;33,18;Sim
0,0408;Proventos;RANI3;7;11;2024;22;11;2024;;8,78;Sim
0,0427;Proventos;RANI3;7;8;2024;22;8;2024;;8,78;Sim
0,0431;Proventos;RANI3;8;5;2024;23;5;2024;;8,78;Sim
0,3905;Proventos;RANI3;26;4;2024;15;5;2024;;8,78;Sim
0,0096;Proventos;RANI3;5;3;2024;21;3;2024;;8,78;Sim
0,0668;Proventos;RANI3;8;11;2023;22;11;2023;;8,78;Sim
0,2291;Proventos;RANI3;7;8;2023;23;8;2023;;8,78;Sim
0,0844;Proventos;RANI3;8;5;2023;24;5;2023;;8,78;Sim
0,3859;Proventos;RANI3;24;4;2023;18;5;2023;;8,78;Sim
0,0872;Proventos;RANI3;7;3;2023;22;3;2023;;8,78;Sim
0,096;Proventos;RANI3;9;11;2022;25;11;2022;;8,78;Sim
0,0957;Proventos;RANI3;8;8;2022;26;8;2022;;8,78;Sim
0,0996;Proventos;RANI3;6;5;2022;25;5;2022;;8,78;Sim
0,2846;Proventos;RANI3;28;4;2022;30;5;2022;;8,78;Sim
0,0635;Proventos;RANI3;8;3;2022;24;3;2022;;8,78;Sim
0,1013;Proventos;RANI3;8;11;2021;25;11;2021;;8,78;Sim
0,0646;Proventos;RANI3;10;8;2021;25;8;2021;;8,78;Sim
0,0507;Proventos;RANI3;11;5;2021;25;5;2021;;8,78;Sim
0,0966;Proventos;RANI3;28;4;2021;20;5;2021;;8,78;Sim
0,0407;Proventos;RANI3;4;3;2021;18;3;2021;;8,78;Sim
0,0231;Proventos;RANI3;17;11;2020;04;12;2020;;8,78;Sim
0,0188;Proventos;RANI3;26;8;2020;15;9;2020;;8,78;Sim
0,0162;Proventos;RANI3;26;8;2020;15;9;2020;;8,78;Sim
0,5968;Proventos;CYRE3;25;4;2024;26;11;2024;;9,95;Sim
0,3334;Proventos;CYRE3;11;12;2023;18;12;2023;;9,95;Sim
0,5113;Proventos;CYRE3;2;5;2023;21;8;2023;;9,95;Sim
0,5648;Proventos;CYRE3;22;4;2022;14;12;2022;;9,95;Sim
1,0873;Proventos;CYRE3;23;4;2021;14;6;2021;;9,95;Sim
1,5605;Proventos;CYRE3;15;12;2020;29;12;2020;;9,95;Sim
0,2569;Proventos;CYRE3;23;7;2020;17;12;2020;;9,95;Sim
1,0405;Proventos;CYRE3;10;12;2019;20;12;2019;;9,95;Sim
0,7804;Proventos;CYRE3;10;7;2019;31;7;2019;;9,95;Sim
0,5987;Proventos;CYRE3;18;12;2018;28;12;2018;;9,95;Sim
